Itemname,ItemName,Category,Tags,PriceTags
GLIPON TAB,glipon tab,tablets,10TAB,57.598
GLIPSOV,glipsov,tablets,1*15,157.6005
GLIPTAGREAT 50,gliptagreat 50,tablets,1*10,35.13
GLIPTAGREAT  M 1000,gliptagreat  m 1000,tablets,1*10,49.213
GLIPTAGREAT M 500,gliptagreat m 500,tablets,10TAB,51.833
GLISEN PM1,glisen pm1,tablets,15,112.6005
GLISEN-PM 2,glisen-pm 2,tablets,15TAB,171.4245
GLIZA MF TAB,gliza mf tab,tablets,1*10,52.458
GLIZID 40MG,glizid 40mg,tablets,1*10,28.823
GLIZID-80,glizid-80,tablets,1*15,70.425
GLIZIDE MR 30,glizide mr 30,tablets,10TAB,60.294
GLIZID-M 80MG TAB,glizid-m 80mg tab,tablets,1*15,104.973
GLIZID MR 60,glizid mr 60,tablets,1*10,95.84
GLIZID-M TAB,glizid-m tab,tablets,1*15,104.973
GLOBAC Z CAP,globac z cap,tablets,1*30,125.73
GLOBI SR 450,globi sr 450,tablets,10TAB,476.8
GLOWATO,glowato,tablets,10,0
GLUCAN DS 2,glucan ds 2,tablets,1*10,104.027
GLUCAN DS 3,glucan ds 3,tablets,1*10,100.8
GLUCAN DS 4 TAB,glucan ds 4 tab,tablets,1*10,103.22
GLUCAN-PG2,glucan-pg2,tablets,10TAB,71.767
GLUCOBAY 25,glucobay 25,tablets,10TAB,62.235
GLUCOBAY 50,glucobay 50,tablets,10TAB,109.056
GLUCOBAY M 50,glucobay m 50,tablets,10TAB,108.33
GLUCOCART FORTE,glucocart forte,tablets,1*10,210.91
GLUCONORM-G 1 TAB,gluconorm-g 1 tab,tablets,1*15,118.2705
GLUCONORM G2 FORTE,gluconorm g2 forte,tablets,15TAB,144.3405
GLUCONORM-G 2 TAB,gluconorm-g 2 tab,tablets,1*15,166.725
GLUCONORM G3,gluconorm g3,tablets,15TAB,150.4335
GLUCONORM G4 FORTE,gluconorm g4 forte,tablets,15TAB,143.9265
GLUCONORM PG-1,gluconorm pg-1,tablets,1*15,152.5605
GLUCONORM PG-2,gluconorm pg-2,tablets,1*15,206.7285
GLUCONORM PG 2 FORTE,gluconorm pg 2 forte,tablets,10TAB,112.71
GLUCONORM-SR-1 TAB,gluconorm-sr-1 tab,tablets,1*15,44.373
GLUCONORM SR500MG,gluconorm sr500mg,tablets,1*15,24.183
GLUCONORM VG 1 PLUS,gluconorm vg 1 plus,tablets,10,76.47
GLUCONORM-Z XR 60,gluconorm-z xr 60,tablets,15,110.3145
GLUCORED FORTE,glucored forte,tablets,10TAB,36.095
GLUCORED TAB,glucored tab,tablets,1*10,25.343
GLUCORYL-M1,glucoryl-m1,tablets,1*15,105.993
GLUCORYL MV 2,glucoryl mv 2,tablets,15TAB,258.8115
GLUCUT-1MT TAB,glucut-1mt tab,tablets,1*10,30.96
GLUCUT 2MT,glucut 2mt,tablets,10,39.78
GLUFORMIN G1 TAB,gluformin g1 tab,tablets,1*15,93.0195
GLUFORMIN G2 TAB,gluformin g2 tab,tablets,1*15,146.0295
GLYCHEK-M FORTE,glychek-m forte,tablets,15TAB,118.3095
GLYCHEK-M TAB,glychek-m tab,tablets,10,22.495
GLYCIGON-M,glycigon-m,tablets,1*10,55.29
GLYCIGON-M SR TAB,glycigon-m sr tab,tablets,1*10,65.278
GLYCINORM 40 TAB,glycinorm 40 tab,tablets,1*10,33.265
GLYCINORM-M 40,glycinorm-m 40,tablets,10TAB,44.86
GLYCINORM M 80,glycinorm m 80,tablets,1*10,79.371
GLYCIPHAE G1 TAB,glyciphae g1 tab,tablets,1*10,44.997
GLYCIPHAGE 850,glyciphage 850,tablets,1*10,19.453
GLYCIPHAGE G1,glyciphage g1,tablets,10TAB,49.394
GLYCIPHAGE G2,glyciphage g2,tablets,10,64.945
GLYCIPHAGE PG1,glyciphage pg1,tablets,1*10,57.63
GLYCIPHAGE PG2,glyciphage pg2,tablets,10,77.36
GLYCIPHAGE SR 1GM,glyciphage sr 1gm,tablets,1*10,30.9
GLYCIPHAGE SR500 MG,glyciphage sr500 mg,tablets,1*10,15.667
GLYCIPHAGE  TAB,glyciphage  tab,tablets,1*20,25.12
GLYCOMET- 1GM,glycomet- 1gm,tablets,1*15,45.9855
GLYCOMET 250 TAB,glycomet 250 tab,tablets,10TAB,9.117
GLYCOMET 500MG,glycomet 500mg,tablets,1*10,12.768
GLYCOMET-500 SR,glycomet-500 sr,tablets,1*20,32.516
GLYCOMET-850,glycomet-850,tablets,1*10,23.045
GLYCOMET-850 SR,glycomet-850 sr,tablets,1*10,29.72
GLYCOMET-GP0.5,glycomet-gp0.5,tablets,1*10,37.148
GLYCOMET-GP 0.5FORTE,glycomet-gp 0.5forte,tablets,1*10,45.51
GLYCOMET-GP 1 FORTE,glycomet-gp 1 forte,tablets,1*10,60.533
GLYCOMET-GP-1 TAB,glycomet-gp-1 tab,tablets,1*15,79.707
GLYCOMET GP2/850,glycomet gp2/850,tablets,10,60.808
GLYCOMET-GP 2 FORTE,glycomet-gp 2 forte,tablets,1*10,75.798
GLYCOMET-GP-2 TAB,glycomet-gp-2 tab,tablets,1*15,109.0155
GLYCOMET GP4 FORTE,glycomet gp4 forte,tablets,10,72.64
GLYCOMET  TRIO 1,glycomet  trio 1,tablets,10,108.667
GLYCOMET TRIO 2/0.3,glycomet trio 2/0.3,tablets,10TAB,121.645
GLYCOMET TRIO 2,glycomet trio 2,tablets,1*10,143.235
GLYCOMET TRIO FORTE 2,glycomet trio forte 2,tablets,1*10,133.73
GLYCOSTAR M1,glycostar m1,tablets,10TAB,56.76
GLYKIND 60XR,glykind 60xr,tablets,1*10,46.46
GLYKIND-M TAB,glykind-m tab,tablets,1*10,55.503
GLYNASE 5MG,glynase 5mg,tablets,1*10,5.668
GLYNASE-MF TAB,glynase-mf tab,tablets,1*10,12.798
GLYNASE XL 5,glynase xl 5,tablets,10TAB,7.98
GLYPEN MF,glypen mf,tablets,10TAB,11.2
GLYPTEN 20MG,glypten 20mg,tablets,1*10,73.663
GLYREE-1,glyree-1,tablets,1*10,30.18
GLYREE 2,glyree 2,tablets,10TAB,48.955
GLYREE 4,glyree 4,tablets,10TAB,91.51
GLYREE-M1 TAB,glyree-m1 tab,tablets,1*10,62.42
GLYREE-M2 FORTE,glyree-m2 forte,tablets,1*10,77.1
GLYREE-M2 TAB,glyree-m2 tab,tablets,1*10,84.306
GLYREE MV1,glyree mv1,tablets,1*10,89.093
GLYREE MV 2,glyree mv 2,tablets,10TAB,128.377
GLZ PLUS TAB,glz plus tab,tablets,15,82.3755
GOESTRESS CAP,goestress cap,tablets,15CAP,249.603
GOKSHURA TAB HIM,gokshura tab him,tablets,1,127.04
GOLDCAL-MAX,goldcal-max,tablets,10CAP,207.92
GOLDMAN CAP,goldman cap,tablets,1*10,124.02
GOOD HEALTH CAP,good health cap,tablets,1*1,75.003
GOOD HEALTH CAPSULES ZENLABS,good health capsules zenlabs,tablets,10CAP,12.036
GOTRIP TAB,gotrip tab,tablets,1*10,134.4
GOURIC-40,gouric-40,tablets,10,86.89
GP 0.5,gp 0.5,tablets,10TAB,44
GP-1,gp-1,tablets,1*10,30.192
GP-2,gp-2,tablets,1*10,48.018
GP 3,gp 3,tablets,10TAB,79.88
GP-4,gp-4,tablets,10,107.537
GRAMOCEF-CV TAB,gramocef-cv tab,tablets,1*10,205.95
GRAMOCEF-O 100 DT,gramocef-o 100 dt,tablets,10TAB,57.12
GRAMOCEF-O 200 DT TAB,gramocef-o 200 dt tab,tablets,1*10,73.43
GRAMOCEF-OF TAB,gramocef-of tab,tablets,1*10,134.4
GRAMOGYL TAB,gramogyl tab,tablets,1*10,26.88
GRAMONEG,gramoneg,tablets,1*8,18.624
GRANDEM MD 1*10,grandem md 1*10,tablets,10TAB,56.674
GRANDEM MD,grandem md,tablets,6,31.1064
GRANIFORCE-MD,graniforce-md,tablets,10,56.22
GRID-1M,grid-1m,tablets,1*10,38.398
GRID 2M TAB,grid 2m tab,tablets,1*10,43.007
GRILINTUS BM TAB,grilintus bm tab,tablets,10TAB,11.52
GTN SORBITRATE-CR 2.6,gtn sorbitrate-cr 2.6,tablets,30TAB,145.15
GUDCEF 100TAB,gudcef 100tab,tablets,10TAB,88.29
GUDCEF-200 TAB,gudcef-200 tab,tablets,1*10,92.93
GUDCEF-CV 100 TAB,gudcef-cv 100 tab,tablets,10TAB,100.675
GUDCEF CV 200 TAB,gudcef cv 200 tab,tablets,1*10,168.95
GUDCEF PLUS TAB,gudcef plus tab,tablets,10TAB,130.235
GUDCEF-XL 200 TAB,gudcef-xl 200 tab,tablets,1*10,144.315
GUDGESIC AA,gudgesic aa,tablets,10TAB,65.05
GUDGESIC PLUS,gudgesic plus,tablets,10TAB,21.668
GUDGESIC TH 4,gudgesic th 4,tablets,10TAB,92.153
GUT OK NF CAP,gut ok nf cap,tablets,1*10,90.54
GUDPRES-AM 50,gudpres-am 50,tablets,1*10,59.847
GUDPRES-XL 25,gudpres-xl 25,tablets,1*10,29.205
GUDPRES-XL 50,gudpres-xl 50,tablets,1*10,40.07
GUTPATH TAB,gutpath tab,tablets,1*10,87.718
GUTSPACE TAB,gutspace tab,tablets,1*10,92.15
HADDI CT,haddi ct,tablets,15TAB,132.123
HAEM UP CAP,haem up cap,tablets,30,113.3
HAEMUP  GEMS  CAP,haemup  gems  cap,tablets,100CAP,193.93
HAEM UP RISE,haem up rise,tablets,10TAB,114.44
HAIRBLESS CAP,hairbless cap,tablets,1*10,152.835
HAPPI D 1*15,happi d 1*15,tablets,15CAP,175.857
HAPPI L,happi l,tablets,10,161.355
HATRIC 3 TAB,hatric 3 tab,tablets,10TAB,26.493
HCQS 200 TAB,hcqs 200 tab,tablets,1*15,76.2525
HCQS 300,hcqs 300,tablets,10,106.865
HCQS-400,hcqs-400,tablets,10TAB,102.433
HEALTH OK TAB,health ok tab,tablets,1*15,105.6045
HEKSI-2,heksi-2,tablets,10TAB,10.84
HELIRAB-20 TAB,helirab-20 tab,tablets,1*10,67.997
HELIRAB-D CAP,helirab-d cap,tablets,1*10,70.39
HEMOCRAT TAB,hemocrat tab,tablets,1*10,143.15
HEPAKIND 150 TAB,hepakind 150 tab,tablets,10TAB,122.495
HEPAKIND 300MG,hepakind 300mg,tablets,10,224.71
HEPA-MERZ TAB,hepa-merz tab,tablets,1*10,140.54
HEPATOGLOBINE SYP,hepatoglobine syp,tablets,1*300ML,146.8333
HEPAWAY-LS,hepaway-ls,tablets,10TAB,115.193
HEPEXA 150,hepexa 150,tablets,10TAB,112.472
HEPEXA 300,hepexa 300,tablets,10TAB,210.26
HERBOLAX CAP,herbolax cap,tablets,1*10,29.56
HERBOLAX TAB,herbolax tab,tablets,1*100,85.01
HERPIKIND 400,herpikind 400,tablets,1*10,94.895
HERPIKIND 800,herpikind 800,tablets,1*10,208.52
HETRAZAN 100MG TAB,hetrazan 100mg tab,tablets,1*30,33.216
HICOPE 10,hicope 10,tablets,1*15,22.6845
HICOPE 25,hicope 25,tablets,15,45.996
HIFENAC-D TAB,hifenac-d tab,tablets,1*10,74.5
HIFENAC MR TAB,hifenac mr tab,tablets,1*10,54.52
HIFENAC P TAB,hifenac p tab,tablets,1*15,53.76
HIFENAC SR TAB,hifenac sr tab,tablets,1*10,57.595
HILCEF CV 625 TAB,hilcef cv 625 tab,tablets,1*10,373.72
HILNAC-SP TAB,hilnac-sp tab,tablets,1*10,69.747
HILO CAP,hilo cap,tablets,30CAP,334.855
HISTAFREE-120,histafree-120,tablets,10,61.67
HISTAFREE 180MG,histafree 180mg,tablets,10TAB,91.455
HISTAFREE,histafree,tablets,60ML,55.545
HISTAFREE M TAB,histafree m tab,tablets,10TAB,96.8
HISTAKIND 120,histakind 120,tablets,10TAB,63.92
HISTAKIND M-TAB,histakind m-tab,tablets,10TAB,88.31
HIZAB-L,hizab-l,tablets,1*10,86.96
HIZET 10 MG,hizet 10 mg,tablets,1*15,15.195
HIZET 25MG TAB,hizet 25mg tab,tablets,1*15,37.1835
HOPACE 5 30TAB,hopace 5 30tab,tablets,30TAB,197.919
HOPACE-5MG CAP,hopace-5mg cap,tablets,1*10,94.923
IBUGESIC ASP TAB,ibugesic asp tab,tablets,1*10,45.305
IBUGESIC PLUS TAB 1*20,ibugesic plus tab 1*20,tablets,20TAB,19.198
IHD 20MG TAB,ihd 20mg tab,tablets,1*10,24.74
IHD SR 30 OD,ihd sr 30 od,tablets,1*10,38.38
IHD SR 60 OD,ihd sr 60 od,tablets,1*10,53.723
ILADAC 10 TAB,iladac 10 tab,tablets,1*10,98.453
ILADAC DSR,iladac dsr,tablets,10TAB,83.55
ILADAC L,iladac l,tablets,10TAB,175.405
IMACIN-SR-75,imacin-sr-75,tablets,1*10,106.25
IMAX FORTE,imax forte,tablets,10,64.51
IMAX XT TAB,imax xt tab,tablets,1*10,63.47
IMDUR 30MG TAB,imdur 30mg tab,tablets,1*30,120.276
IMDUR 60 TAB,imdur 60 tab,tablets,1*30,157.731
IME 9 TAB,ime 9 tab,tablets,1*60,210.03
IMUTREX 10,imutrex 10,tablets,1*4,38.3268
INDERAL-10  TAB,inderal-10  tab,tablets,1*15,14.805
INDERAL 20,inderal 20,tablets,15TAB,26.9955
INDERAL 40MG TAB,inderal 40mg tab,tablets,1*15,34.773
INDERAL LA 40,inderal la 40,tablets,15TAB,38.7195
INDITEL 40,inditel 40,tablets,15TAB,78.687
INDITEL AH,inditel ah,tablets,10,121.813
INDITEL CH 40,inditel ch 40,tablets,10TAB,117.587
INDITEL H 40,inditel h 40,tablets,1*10,87.853
INDOCAP 25MG,indocap 25mg,tablets,1*10,31.83
INDOCAP SR CAP,indocap sr cap,tablets,1*10,74.18
INTAGLIP M,intaglip m,tablets,1*10,65.275
INTAGLIP M FORTE,intaglip m forte,tablets,1*10,68.345
INTAVIT TAB,intavit tab,tablets,10TAB,119.813
INZIT 4,inzit 4,tablets,10TAB,69.695
INZIT 8MG,inzit 8mg,tablets,10TAB,101.185
INZIT TL 80,inzit tl 80,tablets,10TAB,92.15
INZIT TL 80TAB,inzit tl 80tab,tablets,1*10,92.15
INZOFRESH-10 TAB,inzofresh-10 tab,tablets,1*10,40.215
ISMO 10,ismo 10,tablets,1*30,49.491
ISMO 20,ismo 20,tablets,30TAB,84.381
ISMO RETARD,ismo retard,tablets,7TAB,67.1027
ISOLAZINE TAB,isolazine tab,tablets,1*15,109.062
ISONORM-30 SR,isonorm-30 sr,tablets,1*10,30.84
ISORDIL 5MG TAB,isordil 5mg tab,tablets,1*10,6.384
ISRYL M1,isryl m1,tablets,15TAB,27.6555
ISRYL M2,isryl m2,tablets,15TAB,41.484
ISTAMET 50/1000,istamet 50/1000,tablets,15TAB,297.165
ISTAMET 50/500,istamet 50/500,tablets,15TAB,291.4545
ISTAVEL 100MG,istavel 100mg,tablets,7TAB,241.92
IT-MAC 100,it-mac 100,tablets,10CAP,70.645
IT-MAC 200MG,it-mac 200mg,tablets,1*8,111.38
ITRALENT-200,itralent-200,tablets,1*10,192.005
IVABID 5,ivabid 5,tablets,14TAB,219.6698
IVABRAD 5,ivabrad 5,tablets,1*15,231.5295
IVAMAC 5,ivamac 5,tablets,10,135.16
IVAREST-5,ivarest-5,tablets,10TAB,135.41
IVORAL FORTE TAB,ivoral forte tab,tablets,1*1,30.72
IZRA-D 40 CAP,izra-d 40 cap,tablets,1*10,112.36
IZRA L,izra l,tablets,10,185.325
JALRA 50 MG,jalra 50 mg,tablets,15TAB,228.0045
JALRA M 50/1000 G,jalra m 50/1000 g,tablets,15,327.495
JALRA M 50/500,jalra m 50/500,tablets,15TAB,244.461
JALRA-M 50/850MG TAB,jalra-m 50/850mg tab,tablets,1*10,213.28
JANUMET 50/1000MG TAB,janumet 50/1000mg tab,tablets,1*15,293.2755
JANUVIA 100MG,januvia 100mg,tablets,1*7,239.4
JANUVIA 50MG,januvia 50mg,tablets,1*7,222.8198
JARDIANCE 10 MG,jardiance 10 mg,tablets,10,413.68
JARDIANCE 25MG,jardiance 25mg,tablets,10,501.58
JARDIANCE MET 12.5/1000MG,jardiance met 12.5/1000mg,tablets,10TAB,342.22
JARDIANCE MET 12.5/500MG,jardiance met 12.5/500mg,tablets,10TAB,329.3
JUPIROS A 10,jupiros a 10,tablets,1*10,51.197
JUPIROS A150,jupiros a150,tablets,10,56
KANGAROO-DSR,kangaroo-dsr,tablets,1*10,79.028
KANGAROO LSR,kangaroo lsr,tablets,10TAB,110.64
KANSEL IT 100,kansel it 100,tablets,1*10,132.05
KANSEL IT 200,kansel it 200,tablets,1*10,239.23
KARVOL PLUS,karvol plus,tablets,1*10,51.638
K-COR 10,k-cor 10,tablets,20TAB,345.215
K-COR 5 TAB,k-cor 5 tab,tablets,20TAB,225.6167
KETASMA TAB,ketasma tab,tablets,10TAB,52.765
KETOALFA TAB,ketoalfa tab,tablets,1*10,244.187
KETORAL-DT TAB,ketoral-dt tab,tablets,1*15,84.0105
KETORAM TAB,ketoram tab,tablets,10TAB,62.4
KETOTRAM TAB,ketotram tab,tablets,10TAB,62.397
KETRIP TAB,ketrip tab,tablets,10TAB,18.23
KEVERT 75,kevert 75,tablets,10,0
KGEM,kgem,tablets,15,36.873
K GLIM 2,k glim 2,tablets,15TAB,23.22
K-GLIM-M 1MG,k-glim-m 1mg,tablets,1*15,36.093
K-GLIM M 2MG TAB,k-glim m 2mg tab,tablets,1*15,43.0065
K GLIM TRI 2,k glim tri 2,tablets,1*15,87.552
KLOJET MD,klojet md,tablets,1*10,25.527
KLONAZ 25,klonaz 25,tablets,10TAB,16.04
KLONAZ 2MG,klonaz 2mg,tablets,10TAB,57.255
KOFLET-H LOZENGES TAB,koflet-h lozenges tab,tablets,6TAB,19.7586
KOFLET LOZENGE,koflet lozenge,tablets,1*200,1.2665
KOFLET SF TAB,koflet sf tab,tablets,6TAB,18.4836
KOLA 10,kola 10,tablets,10,0
KOLA 15,kola 15,tablets,10,89.43
KOLA-7.50,kola-7.50,tablets,1*10,47.803
KORANDIL 10,korandil 10,tablets,10,157.44
KORANDIL 5,korandil 5,tablets,10TAB,106.317
K-PIO-GM 1,k-pio-gm 1,tablets,1*15,61.4355
K-PIO GM 2 TAB,k-pio gm 2 tab,tablets,1*15,72.966
KUFFDRYL TAB,kuffdryl tab,tablets,1*10,9.001
KVERT 25,kvert 25,tablets,10TAB,21.137
KVERT-75,kvert-75,tablets,1*10,62.35
KVERT PLUS,kvert plus,tablets,10TAB,51.458
K-VOG 03,k-vog 03,tablets,15TAB,63.75
LACARNIT 330,lacarnit 330,tablets,10TAB,140.023
LACOSAM 50,lacosam 50,tablets,1*15,88.5225
LACOSET 100,lacoset 100,tablets,10TAB,105.533
LACOSET 50,lacoset 50,tablets,10TAB,51.997
LACOTIDE 100,lacotide 100,tablets,10,98.51
LACSIL CAP,lacsil cap,tablets,1*10,17.377
LACSIL DT,lacsil dt,tablets,1*10,17.28
LACSIL FORTE DT TAB,lacsil forte dt tab,tablets,1*10,34.56
LAFUTY,lafuty,tablets,10TAB,79.832
LAMINO TAB,lamino tab,tablets,1*10,118.273
LAMITOR DT 100,lamitor dt 100,tablets,15TAB,278.034
LAMITOR DT 50,lamitor dt 50,tablets,1*10,93.69
LAMITOR OD 100,lamitor od 100,tablets,1*10,195.559
LAN-30,lan-30,tablets,10CAP,82.185
LANOL ER,lanol er,tablets,1*10,15.28
LANOXIN 0.25MG TAB,lanoxin 0.25mg tab,tablets,1*10,10.193
LANUM TAB,lanum tab,tablets,10TAB,32.256
LANZOL JUNIOR TAB 15,lanzol junior tab 15,tablets,1*15,93.8595
LANZOPRAX KID 15,lanzoprax kid 15,tablets,10TAB,43.77
LAREGAB 300,laregab 300,tablets,10TAB,115.99
LAREGAB AT,laregab at,tablets,1*10,149.597
LAREGAB AT LS,laregab at ls,tablets,10,61.6
LARETOL CAP,laretol cap,tablets,1*10,80.64
LARGY-F,largy-f,tablets,10TAB,116.927
LARIAGO DS TAB,lariago ds tab,tablets,1*5,8.205
LARIAGO TAB,lariago tab,tablets,1*10,9.505
LASILACTONE 50 TAB,lasilactone 50 tab,tablets,1*10,34.03
LASIX 40MG TAB,lasix 40mg tab,tablets,1*15,6.7035
LASIX TAB,lasix tab,tablets,1*15,10.1595
LASMA-10 TAB,lasma-10 tab,tablets,1*10,63.285
LASMA 4,lasma 4,tablets,10TAB,54
LASMA 5,lasma 5,tablets,10TAB,60.52
LASMA-LC KID,lasma-lc kid,tablets,1*10,39.095
LAVETA 10MG,laveta 10mg,tablets,15TAB,134.5545
LAVETA 5 TAB,laveta 5 tab,tablets,10TAB,52.275
LAVETA A,laveta a,tablets,10CAP,63.44
LAVETA-M TAB,laveta-m tab,tablets,10TAB,118.24
LAXICON SG,laxicon sg,tablets,10TAB,30.62
L-CIN 250,l-cin 250,tablets,10TAB,34.383
L-CIN 500 TAB,l-cin 500 tab,tablets,1*10,61.573
L CIN 750MG,l cin 750mg,tablets,10,83.245
L-CIN OZ TAB,l-cin oz tab,tablets,1*10,68.09
LCMOX-625 TAB,lcmox-625 tab,tablets,10TAB,110.08
LCOS-10,lcos-10,tablets,10TAB,67.635
LCZ MONT KID,lcz mont kid,tablets,1*10,47.975
LCZ MONT OD,lcz mont od,tablets,1*10,126.735
LCZ MONT TAB,lcz mont tab,tablets,1*10,68.652
LCZ TAB,lcz tab,tablets,1*10,18.375
LECET TAB,lecet tab,tablets,1*10,4.501
LECOPE AD TAB,lecope ad tab,tablets,1*10,44.775
LECOPE M KID TAB,lecope m kid tab,tablets,10TAB,43.77
LECOPE M TAB,lecope m tab,tablets,10TAB,68.35
LECOPE TAB,lecope tab,tablets,1*10,18.254
LEFNO 10MG TAB,lefno 10mg tab,tablets,1*10,157.9
LEFNO 20,lefno 20,tablets,10TAB,167.516
LEFRA-10 TAB,lefra-10 tab,tablets,1*10,83.377
LEFRA 20 TAB,lefra 20 tab,tablets,1*10,157.715
LESURIDE,lesuride,tablets,10TAB,76.048
LEVACETAM 250 MG,levacetam 250 mg,tablets,10TAB,41.036
LEVACETAM 500,levacetam 500,tablets,1*10,82.75
LEVENUE 250MG,levenue 250mg,tablets,10TAB,52.16
LEVENUE 500,levenue 500,tablets,15,217.155
LEVEPSY 250,levepsy 250,tablets,1*15,64.0095
LEVEPSY 500MG,levepsy 500mg,tablets,1*15,111.51
LEVERA-1000,levera-1000,tablets,10,271.874
LEVERA 250 MG,levera 250 mg,tablets,1*10,49.227
LEVERA-500,levera-500,tablets,15TAB,152.1195
LEVERA 750,levera 750,tablets,1*10,159.4
LEVERA DT 500,levera dt 500,tablets,10TAB,103.667
LEVERA XR-500,levera xr-500,tablets,10,146.69
LEVERA XR 750,levera xr 750,tablets,1*10,152.8
LEVIPIL 500,levipil 500,tablets,10TAB,101.382
LEVIPIL 750,levipil 750,tablets,10TAB,155.797
LEVOLIN 2MG,levolin 2mg,tablets,10TAB,6.31
LEVOMAC 250,levomac 250,tablets,1*10,37.157
LEVOMAC 500,levomac 500,tablets,10TAB,69.133
LEVOMAC 750 MG,levomac 750 mg,tablets,10TAB,92.035
LEXA,lexa,tablets,1*10,49.15
LEXA H TAB,lexa h tab,tablets,1*10,39.168
LEZYNCET TAB,lezyncet tab,tablets,1*10,53.688
L-HIST MONT,l-hist mont,tablets,10TAB,22.003
LIBOTRYP DS TAB,libotryp ds tab,tablets,1*30,119.814
LIBOTRYP TAB,libotryp tab,tablets,1*30,82.944
LIBOTRYP XL 25,libotryp xl 25,tablets,10TAB,66.403
LIBRAX TAB,librax tab,tablets,1*20,106.254
LIBRIUM 10MG 1*15,librium 10mg 1*15,tablets,15TAB,81.9405
LICAB,licab,tablets,1*10,12.43
LICAB XL TAB,licab xl tab,tablets,10TAB,37.6
LICZYN M TAB,liczyn m tab,tablets,10,62.43
LICZYN TAB,liczyn tab,tablets,10TAB,27.665
LIFOL CAP,lifol cap,tablets,10CAP,92.342
LIMBIVAL FORTE,limbival forte,tablets,10TAB,39.933
LIMBIVAL TAB,limbival tab,tablets,10TAB,24.58
LINEATOR,lineator,tablets,10,443.143
LINID TAB,linid tab,tablets,1*10,278.095
LINOX 600,linox 600,tablets,10TAB,266.69
LIPAGLYN TAB,lipaglyn tab,tablets,1*10,249.937
LIPICARD,lipicard,tablets,10,141.25
LIPICARD 160,lipicard 160,tablets,1*10,104.32
LIPICARD AV,lipicard av,tablets,1*10,148.237
LIPICURE-10,lipicure-10,tablets,20TAB,92.144
LIPICURE 20,lipicure 20,tablets,15TAB,167.4
LIPICURE-40,lipicure-40,tablets,15TAB,243.6
LIPICURE CF 10,lipicure cf 10,tablets,10,129.787
LIPICURE CV 10,lipicure cv 10,tablets,10TAB,102.147
LIPICURE CV 20,lipicure cv 20,tablets,10TAB,142.073
LIPICURE D 20,lipicure d 20,tablets,10TAB,203.203
LIPICURE GOLD 10,lipicure gold 10,tablets,1*15,52.2255
LIPICURE TG,lipicure tg,tablets,15TAB,245.7705
LIPI EZ 10,lipi ez 10,tablets,1*15,236.1555
LIPI EZ 20,lipi ez 20,tablets,10,195.833
LIPIKIND 10 1*15,lipikind 10 1*15,tablets,15TAB,28.3455
LIPIKIND 20,lipikind 20,tablets,10TAB,40.157
LIPIKIND-AS CAP,lipikind-as cap,tablets,1*10,22.3
LIPIKIND F,lipikind f,tablets,10TAB,51.94
LIPIKIND PLUS,lipikind plus,tablets,15,65.8995
LIPIROSE 10,lipirose 10,tablets,10,64.88
LIPIROSE-5,lipirose-5,tablets,10TAB,33.725
LIPIROSE F 10,lipirose f 10,tablets,1*10,120.53
LIPIROSE GOLD 10,lipirose gold 10,tablets,1*10,83.641
LIPITAS 10,lipitas 10,tablets,15,156.666
LIPITAS 20,lipitas 20,tablets,10TAB,211.965
LIV-52 DS TAB,liv-52 ds tab,tablets,01*60,99.164
LIV 52 HB,liv 52 hb,tablets,10TAB,82.363
LIV 52 TAB,liv 52 tab,tablets,100TAB,78.85
LIVOGEN TAB,livogen tab,tablets,1*15,52.0545
LIVOGEN-XT,livogen-xt,tablets,10TAB,110.877
LIVOGEN Z TAB,livogen z tab,tablets,1*15,55.4835
LIVOMYN TAB,livomyn tab,tablets,30TAB,80.64
LIVSET-CAP,livset-cap,tablets,10TAB,93.7
LMX FORT 625,lmx fort 625,tablets,10TAB,118.335
LN BETA 2.5,ln beta 2.5,tablets,10TAB,91.97
LN BETA 5,ln beta 5,tablets,10,116.167
L N BLOCK 10,l n block 10,tablets,1*10,69.745
LN BLOCK 20,ln block 20,tablets,10TAB,106.237
LN BLOCK 5,ln block 5,tablets,10,44.975
LN TRIO 10 TAB,ln trio 10 tab,tablets,10TAB,112.205
LOBAZAM 10,lobazam 10,tablets,10TAB,78.245
LOBAZAM 5,lobazam 5,tablets,10TAB,44.043
LOBAZAM MD 0.5,lobazam md 0.5,tablets,10TAB,41.895
LONAZEP 0.25MG,lonazep 0.25mg,tablets,1*15,23.3025
LONAZEP 0.5 TAB,lonazep 0.5 tab,tablets,1*15,39.9
LONAZEP 2,lonazep 2,tablets,10TAB,77.605
LONAZEP MD 0.5,lonazep md 0.5,tablets,1*10,26.12
LONAZEP MD .25,lonazep md .25,tablets,10,15.367
LOPAMIDE TAB,lopamide tab,tablets,1*10,16.103
LOPEZ MD-2 TAB,lopez md-2 tab,tablets,1*10,28.42
LOSACAR 50MG TAB,losacar 50mg tab,tablets,1*10,55.76
LOSACAR H TAB,losacar h tab,tablets,1*10,119.97
LOSAKIND-50MG,losakind-50mg,tablets,1*10,29.902
LOSAKIND H,losakind h,tablets,1*10,48.967
LOSAR 25 TAB,losar 25 tab,tablets,1*15,47.7195
LOSAR-50 TAB,losar-50 tab,tablets,15TAB,73.9065
LOSAR BETA 50,losar beta 50,tablets,10TAB,97.08
